STA,YOF,AGE,IAS,IND,SIZ,FUN,COU,CON,INS,INA,NCO,NAD,SEN,EMP,PRE,REP,SSM,TOP,AVC,PAS,SAS,BIG,EXP,PSC,CAV,DAT,CDA,SDA,SUB,CPB,PLA,MOD,CAP,PAR,CRS,CRF,MLB,PAB,SAB,PRB,BDB,CCA,OWN,AGG,OOV,B2V,TOF,AYE,EAG,BEV,EDU,YED,RED,REP,TIE,PRO,ESB,E1O,E5O,E10,TMS,REC,RES,SKI,TSC,DWF,PST,HYP,TTM,LTR,PPP,BAR,AWA,CHF,LRI,GPR,TPA,SOL,INC,TRE,DIS,NDC,EPY,SUR,TIM,AVT,PSE,PSO,PSG,PSM,PSL,PSD,PSB,PSP,PSS,PSD,PSL,PSC,PSF,PSI,PSR
Success,2010.0,4.0,-29.0,Analytics,No,11000000.0,United States,North America,0.0,0.0,2,3,4,10.0,Yes,1.0,Low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,Medium,0.0,1.0,0.0,High,233.0,Few,38.0,Low,Low,No,Yes,Low,Yes,No,Yes,Yes,No,No,,Yes,No,No,3.0,Medium,2.0,3.3,Not Applicable,8.0,6.0,6.25,0.0,18.75,0.0,0.0,6.25,6.25,0.0,6.25,6.25,0.0,0.0,0.0,0.0,1.0
Failed,2008.0,6.0,0.0,Mobile,No,150000.0,United States,North America,7.0,1.0,2,1,2,6.0,Yes,3.0,Low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,86.0,None,10.0,Low,Medium,No,No,Low,No,Yes,No,Yes,No,Yes,898999.0,No,No,Yes,2.0,Medium,3.0,1.2,No,12.0,14.0,0.0,6.666666667,86.66666667,0.0,0.0,0.0,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Failed,2005.0,9.0,-133.0,Finance,No,4000000.0,United States,North America,1.0,0.0,1,3,2,20.0,No,1.0,Medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,Yes,Online,B2B,Medium,Low,No,Medium,Bachelors,18.0,No,Yes,Tier_1,222.0,Low,0.0,0.0,0.0,None,0.0,None,0.0,Low,Low,No,No,Low,No,No,No,No,No,No,,No,No,No,3.0,Medium,11.0,2.5,No,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Success,2012.0,2.0,,CRM,Yes,,,,0.0,0.0,2,1,2,30.0,No,0.0,Medium,Yes,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Both,Global,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18.0,No,No,None,500.0,Low,0.0,0.0,0.0,Low,50.0,Few,10.0,Low,Medium,Yes,No,Low,No,No,No,No,No,No,,Yes,No,No,2.0,Medium,10.0,30.0,Not Applicable,8.0,6.966666667,9.027777777999999,0.0,0.0,50.0,0.0,9.027777777999999,23.61111111,0.0,5.555555556,2.777777778,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,63.0,Analytics,No,600000.0,United States,North America,3.0,0.0,2,0,3,6.0,No,0.0,Low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,B2B,Low,High,Yes,Medium,Masters,21.0,No,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,None,25.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,3743293.0,No,Yes,No,4.0,High,0.0,6.0,Not Applicable,12.0,12.0,16.66666667,0.0,0.0,0.0,11.11111111,5.555555556,27.77777778,0.0,5.555555556,5.555555556,11.11111111,0.0,11.11111111,5.555555556,1.0
Success,2012.0,2.0,1193.0,Analytics,No,1000000.0,United States,North America,2.0,0.0,2,0,2,15.0,No,0.0,High,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,No,No,Tier_1,500.0,Low,0.0,1.0,1.0,Low,240.0,Few,37.0,Low,Low,Yes,Yes,Low,No,No,No,No,No,No,14785.0,Yes,Yes,No,2.0,Low,2.0,15.0,Not Applicable,20.0,20.0,16.66666667,5.555555556,0.0,33.33333333,0.0,5.555555556,27.77777778,0.0,5.555555556,5.555555556,0.0,0.0,0.0,0.0,4.0
Success,2011.0,3.0,207.0,Network / Hosting / Infrastructure,No,3200000.0,United States,North America,6.0,0.0,3,2,3,18.0,Yes,1.0,High,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,Yes,Yes,None,500.0,Low,1.0,1.0,1.0,Medium,62.0,Many,10.0,Medium,Low,Yes,No,Medium,Yes,Yes,No,Yes,No,No,751103.0,No,No,Yes,3.0,Medium,0.0,9.0,Not Applicable,2.0,7.188888888999999,8.333333332999999,3.7037037039999996,15.74074074,7.407407407000001,0.0,3.7037037039999996,12.03703704,15.74074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Failed,,,13.0,Operations,No,1000000.0,United States,North America,1.0,3.0,2,1,1,,No,0.0,Nothing,No,Large,No,No,No,No,Product,No,No,No,No,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,21.0,Yes,Yes,Tier_1,222.0,Medium,0.0,0.0,1.0,Medium,44.0,Few,7.0,Low,Medium,No,Yes,Medium,No,Yes,No,No,No,No,7020276.0,No,No,Yes,3.0,Medium,2.0,,,1.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2010.0,4.0,388.0,CRM,Yes,15500000.0,United States,North America,0.0,0.0,3,3,6,37.0,Yes,2.0,High,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,18.0,Yes,Yes,None,500.0,High,0.0,1.0,1.0,Medium,222.0,Many,50.0,High,High,Yes,No,Medium,Yes,Yes,Yes,Yes,No,No,82868.0,No,No,No,3.0,Medium,4.0,12.33,Not Applicable,1.0,16.62222222,4.074074073999999,0.0,33.33333333,8.148148147999999,1.8518518519999998,3.7037037039999996,37.03703704,4.074074073999999,5.555555556,2.222222222,0.0,0.0,0.0,0.0,9.0
Success,2008.0,6.0,-96.0,E-Commerce,Yes,3500000.0,United States,North America,0.0,0.0,5,5,10,55.0,Yes,2.0,High,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,Yes,Yes,None,500.0,High,0.0,0.0,0.0,High,135.0,Few,50.0,High,Medium,Yes,No,Medium,Yes,Yes,No,Yes,No,No,333844.0,No,No,No,2.0,High,1.0,11.0,Yes,45.0,6.433333332999999,5.555555556,0.0,50.0,8.333333332999999,2.777777778,2.777777778,19.44444444,2.777777778,8.333333332999999,0.0,0.0,0.0,0.0,0.0,6.0
Success,2012.0,2.0,,Marketing,No,,,,1.0,0.0,3,0,3,6.0,No,0.0,Low,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,Yes,No,Offline,B2B,Low,Medium,No,Low,Masters,21.0,Yes,No,Tier_1,500.0,Medium,0.0,1.0,1.0,Medium,113.0,Few,23.0,Medium,Medium,No,No,Low,No,No,No,Yes,No,No,,Yes,No,Yes,4.0,Medium,0.0,6.0,Not Applicable,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Failed,2005.0,9.0,,Travel,No,,,,0.0,0.0,1,2,3,8.0,No,0.0,Nothing,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Platform,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Low,High,No,Medium,Bachelors,18.0,No,Yes,None,500.0,Medium,1.0,1.0,1.0,Medium,125.0,Many,49.0,High,Medium,Yes,Yes,Low,Yes,No,No,Yes,No,No,,No,Yes,,3.0,Medium,0.0,1.0,No,1.0,1.0,16.66666667,0.0,0.0,16.66666667,0.0,0.0,16.66666667,16.66666667,33.33333333,0.0,0.0,0.0,0.0,0.0,5.0
Success,2012.0,2.0,32.0,Analytics,No,1200000.0,United States,North America,0.0,9.0,4,0,6,10.0,No,0.0,Medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,21.0,Yes,Yes,Tier_1,500.0,High,0.0,0.0,1.0,Medium,225.0,Many,12.0,Low,Low,Yes,No,Medium,No,Yes,No,Yes,No,No,1559939.0,Yes,No,Yes,3.0,Low,0.0,10.0,Not Applicable,1.0,1.0,20.0,0.0,0.0,30.0,0.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
Success,2012.0,2.0,40.0,E-Commerce,Yes,455000.0,United States,North America,2.0,0.0,2,0,2,6.0,No,0.0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,Yes,Yes,None,500.0,High,0.0,1.0,1.0,Low,68.0,Many,30.0,Low,Low,No,No,Low,No,Yes,No,No,No,No,8334266.0,No,No,No,2.0,Medium,0.0,6.0,Not Applicable,16.0,16.0,0.0,5.882352941000001,17.64705882,0.0,0.0,35.29411765,0.0,0.0,0.0,0.0,0.0,0.0,41.17647059,0.0,5.0
Success,2011.0,3.0,603.0,Marketing,Yes,8100000.0,United States,North America,0.0,0.0,4,8,8,96.0,Yes,4.0,High,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,No,Low,Bachelors,18.0,No,No,Tier_2,500.0,Medium,0.0,0.0,1.0,Low,82.0,Few,16.0,High,High,Yes,No,Medium,No,Yes,No,Yes,No,No,2725.0,Yes,Yes,Yes,4.0,High,0.0,48.0,Not Applicable,10.0,9.077777778,8.465608466,4.603174603,11.37566138,56.4021164,0.0,6.613756614,0.0,4.232804233,1.8518518519999998,6.455026455,0.0,0.0,0.0,0.0,5.0
Failed,2007.0,7.0,,News,No,,,,0.0,0.0,2,0,2,2.0,No,0.0,Nothing,No,Small,No,No,No,No,Service,No,Public,No,No,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,Yes,No,Online,B2C,Low,High,Yes,Medium,Masters,21.0,No,Yes,Tier_1,500.0,Low,0.0,0.0,1.0,Low,69.0,Few,24.0,Low,Low,No,No,Medium,No,Yes,Yes,No,Yes,Yes,,No,No,,3.0,High,1.0,0.3,No,1.0,1.0,11.11111111,0.0,5.555555556,16.66666667,5.555555556,5.555555556,38.88888889,5.555555556,5.555555556,0.0,0.0,0.0,0.0,5.555555556,1.0
Success,,,65.0,Cloud Computing,No,714205.0,United States,North America,0.0,0.0,2,0,2,6.0,No,0.0,Low,No,Large,No,No,No,Yes,Product,No,Both,Yes,Structured,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Yes,Yes,None,500.0,None,0.0,0.0,0.0,None,1.0,Few,25.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,4621889.0,No,Yes,No,4.0,High,0.0,3.0,,1.0,8.383333333,5.882352941000001,5.882352941000001,35.29411765,0.0,5.882352941000001,5.882352941000001,5.882352941000001,17.64705882,0.0,17.64705882,0.0,0.0,0.0,0.0,7.0
Success,2009.0,5.0,73.0,Network / Hosting / Infrastructure,Yes,8000000.0,United States,North America,0.0,0.0,2,0,3,36.0,No,2.0,High,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Structured,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_2,500.0,Medium,0.0,0.0,0.0,High,0.0,Few,25.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,434839.0,No,Yes,No,4.0,High,3.0,9.0,Not Applicable,18.0,14.26666667,8.660130719,0.0,20.09803922,5.882352941000001,5.555555556,2.9411764710000003,25.98039216,2.9411764710000003,22.22222222,2.777777778,0.0,0.0,0.0,2.9411764710000003,7.0
Success,2010.0,4.0,359.0,Security,Yes,30000000.0,United States,North America,4.0,0.0,1,1,10,297.0,No,1.0,High,No,Large,Yes,Yes,No,Yes,Service,No,Both,No,Unstructured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,High,0.0,None,25.0,Medium,Medium,Yes,No,Medium,Yes,No,No,Yes,No,No,257071.0,No,Yes,No,3.0,Medium,0.0,99.0,Not Applicable,11.0,7.8,11.76470588,0.0,35.29411765,5.882352941000001,5.882352941000001,0.0,29.41176471,5.882352941000001,0.0,0.0,0.0,0.0,0.0,5.882352941000001,6.0
Success,2012.0,2.0,89.0,Mobile,No,28000.0,India,Asia,0.0,1.0,2,0,2,4.0,No,0.0,Medium,No,Small,No,No,No,Yes,Service,No,No,No,No,No,None,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Low,No,Low,Masters,21.0,No,No,Tier_1,500.0,None,0.0,0.0,0.0,None,0.0,None,16.0,Low,Low,Yes,No,Low,Yes,No,No,No,No,No,1541266.0,No,No,,3.0,Medium,0.0,4.0,Not Applicable,1.0,1.0,10.0,0.0,5.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
Success,2009.0,5.0,127.0,Education,Yes,,India,Asia,2.0,0.0,2,0,1,46.0,No,0.0,High,No,Medium,No,No,No,No,Product,No,No,No,No,No,Platform,Local,Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18.0,Yes,Yes,Tier_2,500.0,None,0.0,0.0,0.0,None,1.0,None,25.0,Low,Low,No,No,Low,Yes,No,No,No,No,No,1327504.0,No,No,No,3.0,Medium,0.0,11.5,Not Applicable,20.0,12.0,11.76470588,0.0,5.882352941000001,23.52941176,23.52941176,5.882352941000001,11.76470588,0.0,11.76470588,5.882352941000001,0.0,0.0,0.0,0.0,7.0
Success,2011.0,3.0,359.0,Career / Job Search,Yes,,India,Asia,0.0,1.0,2,0,3,30.0,No,0.0,High,No,Medium,Yes,Yes,No,Yes,Service,No,No,No,No,Yes,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,4.0,Few,2.0,Medium,Low,No,Yes,Low,No,No,No,No,No,No,382303.0,No,No,No,3.0,Medium,0.0,15.0,Not Applicable,27.0,27.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Success,2010.0,4.0,511.0,Advertising,No,3000000.0,Belgium,Europe,1.0,0.0,5,0,8,8.0,No,0.0,Low,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,Global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,21.0,Yes,Yes,Tier_2,500.0,Medium,0.0,0.0,0.0,Medium,8.0,Few,24.0,Medium,Medium,No,No,Low,Yes,No,No,No,No,No,245886.0,No,No,No,4.0,Medium,0.0,2.66,Not Applicable,1.0,1.0,7.692307692000001,7.692307692000001,61.53846154,7.692307692000001,0.0,0.0,7.692307692000001,0.0,7.692307692000001,0.0,0.0,0.0,0.0,0.0,1.0
Success,2012.0,2.0,316.0,Analytics,Yes,,Denmark,Europe,1.0,0.0,2,0,5,50.0,,0.0,Low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,No,Both,Global,Linear,Yes,None,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,No,Yes,None,409.0,High,1.0,0.0,0.0,None,3.0,Many,14.0,Low,Low,No,Yes,Low,No,No,No,Yes,No,No,20238024.0,No,No,No,3.0,High,0.0,50.0,Not Applicable,12.0,12.0,8.333333332999999,0.0,0.0,50.0,0.0,8.333333332999999,16.66666667,8.333333332999999,0.0,8.333333332999999,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,40.0,Analytics,No,110000.0,Spain,Europe,1.0,0.0,0,1,1,,,0.0,Medium,No,Medium,No,No,No,No,Service,No,Both,Yes,Structured,No,Both,Global,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Online,B2C,Low,High,Yes,Low,Masters,21.0,No,No,Both,345.0,High,0.0,0.0,1.0,Medium,8.0,Many,22.0,Medium,Low,Yes,No,Low,No,No,Yes,No,No,Yes,4386057.0,Yes,Yes,No,2.0,Medium,0.0,,Not Applicable,7.0,7.0,6.25,0.0,0.0,56.25,6.25,0.0,0.0,0.0,6.25,25.0,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,89.0,Analytics,Yes,600000.0,Finland,Europe,1.0,0.0,2,0,2,10.0,,0.0,Low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,Yes,Both,Yes,Both,Global,Non-Linear,No,None,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,No,No,Both,500.0,Low,1.0,0.0,0.0,Medium,0.0,None,18.0,Low,Low,No,No,Low,Yes,No,Yes,No,No,No,1633729.0,Yes,Yes,No,2.0,Medium,0.0,5.0,Not Applicable,12.0,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Success,2011.0,3.0,157.0,Analytics,Yes,,France,Europe,2.0,1.0,4,0,1,13.0,Yes,2.0,Low,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,No,Yes,Both,Global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,Yes,Yes,None,457.0,High,0.0,1.0,1.0,None,0.0,Many,29.0,High,Medium,Yes,No,Low,No,No,No,Yes,No,No,456198.0,No,Yes,Yes,3.0,Medium,4.0,6.5,Not Applicable,8.0,4.333333333,16.66666667,5.555555556,5.555555556,0.0,5.555555556,22.22222222,5.555555556,5.555555556,0.0,0.0,0.0,16.66666667,5.555555556,11.11111111,2.0
Success,2013.0,1.0,224.0,Analytics,No,450000.0,France,Europe,3.0,0.0,3,0,3,10.0,No,0.0,Low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Both,Yes,Both,Global,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,Yes,Yes,None,500.0,High,1.0,0.0,0.0,None,88.0,None,18.0,High,Medium,Yes,No,Medium,No,No,Yes,Yes,No,No,1075438.0,Yes,Yes,No,3.0,Low,9.0,10.0,Not Applicable,9.0,2.0,8.585858586,6.0606060610000005,3.03030303,20.70707071,0.0,2.777777778,8.333333332999999,2.777777778,5.555555556,5.808080808,0.0,0.0,3.03030303,0.0,1.0
Success,2009.0,5.0,-19.0,Cloud Computing,No,3600000.0,United Kingdom,Europe,3.0,0.0,2,0,5,50.0,No,0.0,Medium,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,Yes,Both,Global,Linear,No,Few,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,Yes,Yes,None,146.0,Medium,1.0,0.0,0.0,None,0.0,Many,24.0,Medium,Low,Yes,No,Medium,No,No,Yes,No,No,No,1725737.0,Yes,Yes,No,4.0,Medium,0.0,12.5,Not Applicable,4.0,13.06666667,5.882352941000001,0.0,46.63865546,7.142857143,7.142857143,5.882352941000001,10.08403361,2.9411764710000003,7.142857143,7.142857143,0.0,0.0,0.0,0.0,7.0
Success,2012.0,2.0,138.0,Analytics,No,2100000.0,United Kingdom,Europe,0.0,0.0,3,3,3,50.0,,0.0,Low,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,No,Both,Global,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,Yes,Yes,None,500.0,High,1.0,0.0,0.0,None,0.0,None,51.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,2522474.0,No,No,No,3.0,Medium,0.0,50.0,Not Applicable,18.0,18.0,16.66666667,5.555555556,5.555555556,0.0,5.555555556,16.66666667,33.33333333,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,5.0
Success,2011.0,3.0,205.0,Analytics,No,15000.0,United Kingdom,Europe,2.0,0.0,2,1,1,10.0,No,0.0,Low,No,Small,Yes,No,Yes,No,Product,Yes,Public,No,Unstructured,No,Both,Global,Linear,No,None,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,Yes,Yes,Both,500.0,High,1.0,1.0,0.0,None,470.0,None,27.0,High,Low,Yes,Yes,Low,No,No,Yes,No,No,No,3784917.0,No,Yes,No,3.0,Medium,19.0,5.0,Not Applicable,16.0,16.0,16.66666667,5.555555556,16.66666667,16.66666667,16.66666667,5.555555556,11.11111111,0.0,11.11111111,0.0,0.0,0.0,0.0,0.0,3.0
Success,2010.0,4.0,35.0,Media,No,,United Kingdom,Europe,0.0,0.0,3,0,1,50.0,No,0.0,Low,No,Small,No,No,No,No,Service,Yes,Public,No,Unstructured,Yes,Both,Global,Linear,No,None,No,No,Yes,Yes,No,No,No,No,No,No,Online,B2B,None,Medium,Yes,Low,Masters,21.0,No,Yes,None,500.0,Medium,1.0,1.0,1.0,None,400.0,Many,0.0,High,Low,No,No,Low,No,No,No,No,No,No,5506308.0,No,No,No,1.0,Low,21.0,16.6,Not Applicable,1.0,1.0,5.555555556,16.66666667,5.555555556,22.22222222,0.0,11.11111111,22.22222222,0.0,5.555555556,11.11111111,0.0,0.0,0.0,0.0,1.0
Success,2011.0,3.0,59.0,Analytics,No,400000.0,United Kingdom,Europe,2.0,0.0,3,0,1,10.0,No,0.0,Medium,No,Medium,No,No,Yes,Yes,Service,Yes,Public,No,Both,Yes,Both,Global,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,Yes,Yes,Both,500.0,Medium,1.0,1.0,0.0,None,124.0,None,51.0,Low,Medium,No,No,Low,No,No,No,No,No,No,22246.0,Yes,Yes,No,2.0,Low,11.0,5.0,Not Applicable,24.0,24.0,18.75,6.25,0.0,0.0,6.25,0.0,18.75,0.0,12.5,6.25,0.0,6.25,12.5,12.5,1.0
Success,2013.0,1.0,133.0,Analytics,No,,United Kingdom,Europe,1.0,0.0,0,0,4,10.0,No,0.0,Medium,No,Large,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Both,Local,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,Yes,No,None,500.0,Medium,1.0,1.0,0.0,None,160.0,Many,18.0,High,Medium,No,No,Low,No,No,Yes,No,No,No,8709224.0,No,Yes,No,2.0,Medium,13.0,10.0,Not Applicable,1.0,1.0,20.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0
Success,2010.0,4.0,131.0,Analytics,No,,United Kingdom,Europe,2.0,0.0,1,0,2,10.0,,0.0,Low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Unstructured,Yes,Both,Local,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2C,Low,High,No,Low,Masters,21.0,No,Yes,Tier_2,500.0,Low,0.0,0.0,0.0,None,6.0,None,25.0,Medium,Low,No,Yes,Medium,No,No,No,No,No,No,1936207.0,No,Yes,No,2.0,Medium,0.0,3.3,Not Applicable,45.0,45.0,5.882352941000001,11.76470588,64.70588235,0.0,0.0,0.0,5.882352941000001,0.0,0.0,11.76470588,0.0,0.0,0.0,0.0,4.0
Success,2010.0,4.0,357.0,Analytics,Yes,1500000.0,United Kingdom,Europe,5.0,0.0,2,0,6,50.0,Yes,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,No,No,No,No,Platform,Local,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,Yes,No,Tier_2,500.0,None,0.0,0.0,0.0,High,0.0,None,8.0,Low,Low,No,No,Low,Yes,No,No,No,No,No,14054.0,No,Yes,No,1.0,Low,5.0,16.6,Not Applicable,12.0,10.6,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Success,2010.0,4.0,-26.0,Analytics,Yes,42000000.0,United Kingdom,Europe,1.0,0.0,1,1,9,200.0,Yes,1.0,Nothing,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,Global,Non-Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,High,High,Yes,Medium,,,,Yes,,500.0,Medium,0.0,0.0,0.0,None,0.0,None,20.0,Medium,Low,No,Yes,Low,No,No,Yes,No,Yes,No,45567.0,No,Yes,No,3.0,Medium,0.0,33.3,Not Applicable,1.0,6.973333332999999,11.11111111,0.0,16.66666667,22.22222222,0.0,11.11111111,22.22222222,0.0,0.0,5.555555556,0.0,0.0,0.0,11.11111111,1.0
Failed,2007.0,7.0,-3.0,E-Commerce,No,1300000.0,United States,North America,8.0,0.0,1,2,1,,Yes,0.0,Low,No,Small,Yes,Yes,No,Yes,Product,No,No,No,No,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,PhD,25.0,Yes,Yes,Tier_1,370.0,Medium,1.0,1.0,1.0,None,0.0,None,0.0,Low,Low,No,No,Low,No,No,No,No,No,No,2992604.0,No,Yes,No,2.0,Low,0.0,,No,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
